,carat,cut,color,clarity,depth,table,volume
8515,0.38,Premium,I,VS1,59.9,60.0,0.10826210826210828
8516,0.3,Very Good,I,VS2,60.5,55.0,0.08547008547008547
8517,1.5,Premium,E,I1,61.5,58.0,0.4273504273504274
8518,1.52,Ideal,G,SI2,61.3,57.0,0.4330484330484331
8519,0.56,Ideal,G,VS1,60.6,56.0,0.15954415954415957
8520,0.91,Premium,D,SI2,62.4,56.0,0.2592592592592593
8521,0.3,Premium,F,VVS2,61.4,59.0,0.08547008547008547
8522,1.05,Very Good,H,VS1,63.3,57.0,0.2991452991452992
8523,1.04,Premium,I,VS1,61.4,57.0,0.29629629629629634
8524,1.12,Good,F,VVS2,57.9,57.0,0.31908831908831914
8525,0.9,Premium,H,VS2,61.3,59.0,0.25641025641025644
8526,0.5,Ideal,G,VVS1,62.2,55.0,0.14245014245014245
8527,0.32,Very Good,H,SI1,63.5,57.0,0.09116809116809117
8528,0.31,Premium,I,SI1,60.1,59.0,0.08831908831908833
8529,0.41,Good,D,VS2,63.8,55.0,0.1168091168091168
8530,0.81,Ideal,I,VS2,61.8,56.0,0.2307692307692308
8531,0.61,Good,E,I1,63.4,57.1,0.1737891737891738
8532,1.52,Premium,E,VS1,62.4,55.0,0.4330484330484331
8533,1.5,Premium,E,SI1,61.4,59.0,0.4273504273504274
8534,1.0,Premium,E,VS2,60.0,60.0,0.2849002849002849
8535,0.24,Very Good,E,VVS1,63.4,57.0,0.06837606837606838
8536,1.63,Very Good,F,SI1,59.7,62.0,0.46438746438746437
8537,0.72,Ideal,I,VS1,62.5,55.0,0.20512820512820512
8538,0.47,Ideal,J,SI1,61.9,55.0,0.1339031339031339
8539,0.75,Very Good,F,VS1,60.9,59.0,0.2136752136752137
8540,0.52,Ideal,G,VS1,61.4,56.0,0.14814814814814817
8541,0.56,Ideal,E,VS1,60.0,55.0,0.15954415954415957
8542,0.33,Premium,G,IF,59.4,59.0,0.09401709401709403
8543,0.36,Ideal,E,VS2,61.5,56.2,0.10256410256410256
8544,1.51,Good,D,SI1,64.1,62.0,0.43019943019943024
8545,2.05,Premium,J,VS1,62.5,60.0,0.584045584045584
8546,1.02,Very Good,H,SI2,60.9,58.0,0.2905982905982906
8547,0.41,Ideal,E,VS2,62.1,56.0,0.1168091168091168
8548,0.77,Good,D,SI2,63.8,58.0,0.21937321937321938
8549,0.42,Ideal,G,VVS2,62.3,53.0,0.11965811965811966
8550,0.31,Very Good,I,VS1,63.5,57.0,0.08831908831908833
8551,0.4,Premium,I,VS1,62.9,59.0,0.11396011396011398
8552,0.31,Ideal,G,IF,61.2,56.0,0.08831908831908833
8553,0.71,Good,E,VS2,62.8,60.0,0.2022792022792023
8554,0.52,Very Good,E,VS2,62.8,58.0,0.14814814814814817
8555,1.58,Ideal,F,SI1,60.3,56.0,0.4501424501424502
8556,2.51,Fair,H,SI2,64.7,57.0,0.715099715099715
8557,0.71,Very Good,E,SI1,62.0,55.0,0.2022792022792023
8558,0.32,Very Good,G,VS1,61.2,62.0,0.09116809116809117
8559,1.0,Premium,H,SI1,62.7,58.0,0.2849002849002849
8560,0.28,Very Good,E,VS2,63.7,58.0,0.07977207977207978
8561,0.32,Premium,G,VS2,61.0,59.0,0.09116809116809117
8562,0.42,Very Good,F,SI1,63.4,56.0,0.11965811965811966
8563,0.83,Very Good,E,SI1,63.5,58.0,0.23646723646723647
8564,0.53,Premium,G,VS1,60.1,58.0,0.15099715099715103
8565,0.31,Very Good,G,VVS1,61.9,55.0,0.08831908831908833
8566,1.13,Ideal,I,SI2,62.0,55.0,0.32193732193732194
8567,0.32,Premium,E,VS2,61.0,59.0,0.09116809116809117
8568,1.01,Premium,E,SI1,58.2,59.0,0.28774928774928776
8569,0.7,Very Good,J,SI1,61.7,57.0,0.19943019943019943
8570,0.77,Very Good,H,VS1,62.8,58.0,0.21937321937321938
8571,0.51,Good,D,VS2,63.7,57.0,0.1452991452991453
8572,0.87,Ideal,F,SI2,62.2,56.0,0.24786324786324787
8573,1.11,Premium,G,VS2,60.8,58.0,0.3162393162393163
8574,0.52,Very Good,D,SI2,61.7,56.0,0.14814814814814817
8575,1.13,Premium,E,SI2,60.4,59.0,0.32193732193732194
8576,0.54,Ideal,G,VVS1,62.2,56.0,0.15384615384615385
8577,0.52,Ideal,G,SI1,61.7,56.0,0.14814814814814817
8578,0.31,Ideal,E,VS2,62.8,57.0,0.08831908831908833
8579,0.4,Premium,F,VVS1,60.8,59.0,0.11396011396011398
8580,0.54,Ideal,D,VS2,60.0,56.0,0.15384615384615385
8581,0.3,Ideal,E,VVS2,61.4,55.0,0.08547008547008547
8582,0.38,Very Good,D,VVS2,60.0,62.0,0.10826210826210828
8583,1.56,Ideal,G,VS2,62.3,53.0,0.4444444444444445
8584,0.32,Ideal,E,VVS1,60.9,56.0,0.09116809116809117
8585,0.5,Very Good,D,VS2,63.4,57.0,0.14245014245014245
8586,1.06,Ideal,G,VS2,62.2,56.0,0.30199430199430205
8587,1.35,Very Good,I,SI1,59.5,58.0,0.38461538461538464
8588,0.5,Very Good,F,VS2,62.8,57.0,0.14245014245014245
8589,0.38,Ideal,E,SI1,62.3,53.0,0.10826210826210828
8590,0.37,Ideal,G,IF,62.4,56.0,0.10541310541310542
8591,0.56,Ideal,I,VVS1,62.0,56.0,0.15954415954415957
8592,1.16,Premium,G,VS1,61.9,58.0,0.33048433048433046
8593,0.96,Premium,I,VS2,60.6,60.0,0.27350427350427353
8594,1.01,Premium,F,VS2,62.5,58.0,0.28774928774928776
8595,1.31,Premium,J,VS2,60.7,58.0,0.37321937321937326
8596,1.06,Premium,I,SI2,61.5,58.0,0.30199430199430205
8597,1.55,Fair,F,SI1,59.7,66.0,0.4415954415954416
8598,1.59,Premium,H,VVS2,63.0,58.0,0.45299145299145305
8599,0.4,Premium,G,VVS2,62.0,58.0,0.11396011396011398
8600,0.9,Very Good,G,VVS1,63.3,58.0,0.25641025641025644
8601,0.31,Fair,F,SI1,64.7,56.0,0.08831908831908833
8602,1.05,Ideal,J,SI2,61.6,57.0,0.2991452991452992
8603,0.51,Ideal,H,IF,59.6,59.0,0.1452991452991453
8604,1.58,Very Good,J,SI1,61.6,57.0,0.4501424501424502
8605,0.56,Ideal,D,VS2,61.0,57.0,0.15954415954415957
8606,1.37,Ideal,I,VS2,61.5,56.0,0.39031339031339035
8607,1.01,Ideal,H,VS2,62.7,56.0,0.28774928774928776
8608,1.91,Premium,G,SI2,61.9,58.0,0.5441595441595442
8609,0.4,Ideal,G,IF,62.0,57.0,0.11396011396011398
8610,0.41,Ideal,D,SI1,63.0,57.0,0.1168091168091168
8611,1.5,Premium,G,VS1,62.7,58.0,0.4273504273504274
8612,0.9,Very Good,F,SI2,62.8,54.0,0.25641025641025644
8613,1.0,Good,H,SI1,61.0,61.0,0.2849002849002849
8614,0.28,Ideal,F,VVS2,62.6,54.0,0.07977207977207978
8615,2.0,Good,G,SI1,64.2,59.0,0.5698005698005698
8616,0.32,Ideal,F,VS2,62.5,56.0,0.09116809116809117
8617,0.52,Premium,E,VS2,62.8,55.0,0.14814814814814817
8618,0.7,Very Good,D,VS1,59.3,55.0,0.19943019943019943
8619,0.55,Ideal,E,SI1,61.7,57.0,0.1566951566951567
8620,0.36,Ideal,H,VS2,62.1,55.0,0.10256410256410256
8621,1.7,Premium,I,VS2,62.0,59.0,0.48433048433048437
8622,1.24,Ideal,J,VS2,62.1,56.0,0.3532763532763533
8623,1.62,Premium,H,SI1,61.3,60.0,0.4615384615384616
8624,0.33,Very Good,E,VS1,61.6,56.0,0.09401709401709403
8625,0.51,Ideal,G,VVS2,60.1,56.0,0.1452991452991453
8626,1.16,Fair,H,SI1,65.8,58.0,0.33048433048433046
8627,0.55,Premium,G,VS1,62.0,57.0,0.1566951566951567
8628,0.9,Very Good,H,VS2,61.6,63.0,0.25641025641025644
8629,1.09,Ideal,E,SI2,61.7,58.0,0.31054131054131057
8630,0.34,Ideal,H,VS2,61.5,56.0,0.09686609686609687
8631,0.5,Ideal,D,SI2,61.6,57.0,0.14245014245014245
8632,0.79,Premium,E,SI2,61.0,58.0,0.2250712250712251
8633,0.7,Very Good,F,VS2,62.9,58.0,0.19943019943019943
8634,0.37,Ideal,E,VVS2,61.8,54.0,0.10541310541310542
8635,0.3,Ideal,F,IF,62.4,54.0,0.08547008547008547
8636,0.32,Ideal,E,VS2,60.9,56.0,0.09116809116809117
8637,1.01,Premium,G,SI1,62.3,59.0,0.28774928774928776
8638,0.28,Very Good,F,VS1,61.0,59.0,0.07977207977207978
8639,1.02,Premium,E,SI2,58.7,58.0,0.2905982905982906
8640,0.46,Premium,F,VS1,60.5,58.0,0.13105413105413108
8641,0.41,Premium,F,VS1,60.8,58.0,0.1168091168091168
8642,0.3,Very Good,D,SI1,62.2,58.0,0.08547008547008547
8643,0.31,Ideal,H,IF,60.0,57.0,0.08831908831908833
8644,1.5,Good,F,VS2,63.6,59.0,0.4273504273504274
8645,1.22,Fair,I,SI1,66.2,60.0,0.3475783475783476
8646,0.74,Ideal,G,VS1,61.2,56.0,0.21082621082621084
8647,0.42,Good,G,VVS1,63.6,55.0,0.11965811965811966
8648,1.05,Ideal,I,VS2,62.2,55.8,0.2991452991452992
8649,0.28,Ideal,D,VS2,62.4,57.0,0.07977207977207978
8650,0.9,Very Good,D,SI1,60.9,57.0,0.25641025641025644
8651,0.31,Very Good,F,SI1,63.2,56.0,0.08831908831908833
8652,1.53,Premium,H,VS2,59.9,60.0,0.43589743589743596
8653,1.51,Very Good,H,VS2,63.0,57.0,0.43019943019943024
8654,0.5,Good,J,SI1,59.6,60.0,0.14245014245014245
8655,0.52,Ideal,D,VS2,62.2,56.0,0.14814814814814817
8656,1.01,Good,D,SI1,63.9,60.0,0.28774928774928776
8657,0.7,Ideal,J,SI1,60.3,57.0,0.19943019943019943
8658,0.3,Premium,E,VS1,60.6,62.0,0.08547008547008547
8659,1.01,Good,G,SI1,63.1,55.0,0.28774928774928776
8660,0.6,Ideal,G,VS1,61.2,56.0,0.17094017094017094
8661,1.55,Premium,D,VS1,59.7,60.0,0.4415954415954416
8662,0.41,Premium,G,VS1,60.5,58.0,0.1168091168091168
8663,0.56,Ideal,D,VS2,60.6,56.0,0.15954415954415957
8664,1.03,Very Good,H,SI1,58.6,61.0,0.2934472934472935
8665,0.4,Very Good,D,SI1,63.1,57.0,0.11396011396011398
8666,1.21,Ideal,H,VVS1,62.8,55.0,0.34472934472934474
8667,0.71,Premium,F,VS1,59.0,60.0,0.2022792022792023
8668,0.32,Ideal,D,VS2,62.3,57.0,0.09116809116809117
8669,1.11,Premium,D,VS2,59.5,60.0,0.3162393162393163
8670,0.99,Premium,F,SI2,60.6,61.0,0.28205128205128205
8671,0.3,Premium,E,VS2,60.0,60.0,0.08547008547008547
8672,0.5,Premium,D,SI1,59.1,61.0,0.14245014245014245
8673,1.02,Very Good,J,SI2,61.1,61.0,0.2905982905982906
8674,1.22,Premium,E,SI1,62.6,58.0,0.3475783475783476
8675,0.3,Very Good,D,SI1,62.6,59.0,0.08547008547008547
8676,0.5,Very Good,J,SI1,62.8,58.0,0.14245014245014245
8677,1.01,Premium,F,SI2,62.8,57.0,0.28774928774928776
8678,0.52,Ideal,F,VS1,62.2,55.0,0.14814814814814817
8679,0.35,Very Good,D,VS2,62.6,56.0,0.09971509971509972
8680,1.18,Very Good,D,SI1,61.7,57.0,0.33618233618233617
8681,0.43,Premium,G,VS2,62.9,59.0,0.1225071225071225
8682,1.65,Ideal,G,IF,62.4,55.0,0.4700854700854701
8683,1.14,Ideal,F,VS2,61.9,57.0,0.3247863247863248
8684,1.2,Premium,D,SI2,62.6,57.0,0.3418803418803419
8685,0.24,Very Good,F,VVS1,62.3,56.0,0.06837606837606838
8686,0.44,Very Good,D,SI1,62.9,58.0,0.12535612535612536
8687,0.5,Good,G,VS2,57.9,61.0,0.14245014245014245
8688,0.51,Ideal,E,VS2,62.4,57.0,0.1452991452991453
8689,0.35,Ideal,F,VVS2,61.9,54.0,0.09971509971509972
8690,0.4,Good,J,VS1,63.5,56.0,0.11396011396011398
8691,1.51,Ideal,I,SI1,62.7,57.0,0.43019943019943024
8692,0.43,Premium,F,VS2,59.8,58.0,0.1225071225071225
8693,0.7,Good,F,VS2,63.8,60.0,0.19943019943019943
8694,0.79,Ideal,E,VS2,61.8,56.0,0.2250712250712251
8695,0.66,Premium,F,SI1,60.6,58.0,0.18803418803418806
8696,1.23,Ideal,G,VS1,62.0,56.0,0.35042735042735046
8697,0.41,Ideal,E,VVS2,61.5,55.0,0.1168091168091168
8698,0.32,Very Good,E,VS2,61.3,57.0,0.09116809116809117
8699,0.32,Ideal,J,VS1,61.3,57.0,0.09116809116809117
8700,0.7,Ideal,G,VVS1,61.6,57.0,0.19943019943019943
8701,0.8,Very Good,F,VVS2,62.7,58.0,0.22792022792022795
8702,0.59,Ideal,H,SI2,61.9,55.0,0.16809116809116809
8703,0.9,Premium,H,SI1,61.0,59.0,0.25641025641025644
8704,1.53,Premium,H,VS2,62.7,56.0,0.43589743589743596
8705,1.0,Good,D,SI2,64.3,60.0,0.2849002849002849
8706,1.02,Ideal,H,VVS2,62.0,56.0,0.2905982905982906
8707,1.02,Good,H,SI2,64.0,57.0,0.2905982905982906
8708,2.01,Premium,I,VS2,61.0,61.0,0.5726495726495726
8709,0.54,Ideal,F,VS2,62.3,56.0,0.15384615384615385
8710,0.36,Ideal,E,VS2,61.2,56.0,0.10256410256410256
8711,0.29,Very Good,E,VVS1,60.9,61.0,0.08262108262108261
8712,0.74,Premium,F,SI2,59.2,60.0,0.21082621082621084
8713,0.91,Very Good,H,VS2,63.7,57.0,0.2592592592592593
8714,0.32,Ideal,D,VS2,62.0,54.0,0.09116809116809117
8715,0.92,Good,G,VS2,63.4,57.0,0.26210826210826216
8716,0.5,Very Good,G,SI1,62.8,56.0,0.14245014245014245
8717,0.7,Very Good,G,VS2,63.1,58.0,0.19943019943019943
8718,1.5,Ideal,F,SI1,62.7,56.0,0.4273504273504274
8719,2.01,Premium,I,SI2,62.0,56.0,0.5726495726495726
8720,0.75,Premium,I,SI1,62.5,58.0,0.2136752136752137
8721,0.82,Premium,F,SI1,61.1,60.0,0.2336182336182336
8722,1.52,Ideal,I,VS1,62.4,57.0,0.4330484330484331
8723,1.03,Fair,J,SI2,64.6,62.0,0.2934472934472935
8724,0.54,Premium,D,SI1,58.3,61.0,0.15384615384615385
8725,0.4,Premium,F,VS1,60.5,60.0,0.11396011396011398
8726,0.61,Ideal,F,VS1,60.7,56.0,0.1737891737891738
8727,0.38,Ideal,F,VS2,62.1,57.0,0.10826210826210828
8728,1.05,Good,G,SI2,63.7,59.0,0.2991452991452992
8729,1.04,Good,G,VS1,63.8,57.0,0.29629629629629634
8730,0.3,Premium,G,VS2,61.1,62.0,0.08547008547008547
8731,0.51,Very Good,G,VVS2,62.2,56.0,0.1452991452991453
8732,0.74,Premium,I,VS1,62.9,57.0,0.21082621082621084
8733,0.91,Ideal,F,SI1,62.0,55.0,0.2592592592592593
8734,0.53,Premium,E,VVS2,62.4,56.0,0.15099715099715103
8735,1.37,Premium,F,SI2,62.8,57.0,0.39031339031339035
8736,0.53,Premium,E,VS1,58.5,61.0,0.15099715099715103
8737,1.21,Premium,J,VS1,61.0,60.0,0.34472934472934474
8738,0.32,Premium,G,VS2,61.5,60.0,0.09116809116809117
8739,1.01,Ideal,J,SI2,61.6,55.0,0.28774928774928776
8740,0.71,Ideal,I,SI1,61.9,55.0,0.2022792022792023
8741,1.0,Good,G,VS2,64.0,56.0,0.2849002849002849
8742,0.32,Very Good,H,VVS1,62.3,56.0,0.09116809116809117
8743,0.34,Very Good,G,VVS1,59.0,62.0,0.09686609686609687
8744,0.53,Ideal,F,VS2,61.1,56.0,0.15099715099715103
8745,1.19,Very Good,I,SI1,63.2,58.0,0.33903133903133903
8746,1.08,Premium,F,SI2,59.9,58.0,0.3076923076923077
8747,0.5,Premium,G,VVS2,59.6,60.0,0.14245014245014245
8748,1.32,Premium,F,SI2,60.6,60.0,0.3760683760683761
8749,0.7,Very Good,F,SI1,61.5,60.0,0.19943019943019943
8750,0.7,Ideal,G,VS2,62.1,57.0,0.19943019943019943
8751,0.56,Ideal,H,IF,60.4,57.0,0.15954415954415957
8752,0.4,Ideal,E,VS1,62.0,54.0,0.11396011396011398
8753,2.02,Premium,E,SI2,58.2,60.0,0.5754985754985755
8754,0.39,Premium,D,VS2,61.3,58.0,0.11111111111111112
8755,0.54,Ideal,G,SI1,61.2,58.0,0.15384615384615385
8756,0.4,Good,G,VS2,63.8,59.0,0.11396011396011398
8757,1.08,Ideal,F,VVS2,61.6,57.0,0.3076923076923077
8758,0.71,Premium,F,VS1,62.1,53.0,0.2022792022792023
8759,0.3,Ideal,G,VS1,62.0,54.0,0.08547008547008547
8760,0.3,Premium,I,VS1,59.8,60.0,0.08547008547008547
8761,1.27,Very Good,H,SI1,62.3,58.0,0.36182336182336183
8762,0.55,Ideal,E,VS2,59.3,57.0,0.1566951566951567
8763,0.73,Premium,D,VS2,59.8,58.0,0.20797720797720798
8764,1.19,Very Good,F,SI1,60.8,59.0,0.33903133903133903
8765,0.35,Very Good,D,VVS2,60.0,56.0,0.09971509971509972
8766,0.5,Good,G,VVS2,63.8,56.0,0.14245014245014245
8767,0.32,Ideal,H,SI1,60.6,57.0,0.09116809116809117
8768,0.9,Premium,I,SI1,59.6,60.0,0.25641025641025644
8769,1.01,Ideal,D,SI1,61.2,57.0,0.28774928774928776
8770,1.0,Premium,F,VS2,59.9,60.0,0.2849002849002849
8771,0.4,Good,E,SI2,61.2,61.0,0.11396011396011398
8772,0.52,Good,H,VS2,63.5,58.0,0.14814814814814817
8773,0.42,Very Good,H,SI1,61.1,57.0,0.11965811965811966
8774,0.39,Ideal,G,VVS1,58.8,62.0,0.11111111111111112
8775,0.32,Very Good,I,SI1,62.9,58.0,0.09116809116809117
8776,0.39,Very Good,F,VVS1,60.8,57.0,0.11111111111111112
8777,1.26,Very Good,G,VVS2,60.9,56.0,0.358974358974359
8778,0.92,Very Good,F,SI1,62.9,56.0,0.26210826210826216
8779,2.02,Very Good,I,VS2,63.2,53.0,0.5754985754985755
8780,1.31,Very Good,H,SI1,60.3,58.0,0.37321937321937326
8781,0.97,Fair,G,I1,57.2,60.0,0.2763532763532764
8782,0.7,Ideal,G,VS1,60.6,57.0,0.19943019943019943
8783,0.3,Very Good,F,VS1,59.8,60.0,0.08547008547008547
8784,0.31,Ideal,F,IF,61.3,55.0,0.08831908831908833
8785,0.3,Ideal,D,VS2,61.9,57.0,0.08547008547008547
8786,1.02,Premium,H,SI2,62.5,54.0,0.2905982905982906
8787,0.55,Ideal,F,VS1,60.5,57.0,0.1566951566951567
8788,0.7,Very Good,I,SI1,61.6,63.0,0.19943019943019943
8789,0.47,Very Good,D,SI2,61.5,55.0,0.1339031339031339
8790,0.91,Premium,E,SI2,58.5,60.0,0.2592592592592593
8791,1.32,Very Good,H,SI1,62.4,58.0,0.3760683760683761
8792,0.56,Ideal,H,VVS1,62.1,53.8,0.15954415954415957
8793,0.31,Ideal,G,VVS1,62.6,53.0,0.08831908831908833
8794,0.57,Ideal,F,VVS2,62.1,56.0,0.1623931623931624
8795,0.35,Ideal,G,IF,60.2,55.0,0.09971509971509972
8796,1.0,Ideal,F,VS1,61.9,57.0,0.2849002849002849
8797,0.36,Ideal,D,SI1,61.2,57.0,0.10256410256410256
8798,0.76,Very Good,I,SI1,62.0,58.0,0.21652421652421655
8799,0.55,Ideal,E,SI1,62.1,55.0,0.1566951566951567
8800,0.49,Ideal,D,VS1,62.3,55.0,0.1396011396011396
8801,2.0,Very Good,J,SI1,60.8,58.0,0.5698005698005698
8802,1.19,Ideal,I,SI1,63.7,57.0,0.33903133903133903
8803,1.5,Ideal,G,VS1,61.8,56.0,0.4273504273504274
8804,0.23,Premium,E,VS1,61.8,60.0,0.06552706552706554
8805,1.5,Very Good,D,SI2,63.3,57.0,0.4273504273504274
8806,0.3,Premium,D,SI2,62.4,58.0,0.08547008547008547
8807,0.7,Premium,E,VS1,62.7,60.0,0.19943019943019943
8808,1.7,Ideal,H,VS2,62.2,57.0,0.48433048433048437
8809,0.92,Very Good,G,SI1,61.8,54.0,0.26210826210826216
8810,2.01,Very Good,J,SI1,61.7,59.0,0.5726495726495726
8811,0.71,Very Good,E,VS1,63.7,58.0,0.2022792022792023
8812,0.51,Ideal,G,VS1,62.1,55.0,0.1452991452991453
8813,1.0,Good,E,SI1,63.9,57.0,0.2849002849002849
8814,0.51,Ideal,D,VS2,61.9,56.0,0.1452991452991453
8815,0.7,Ideal,F,SI1,59.9,57.0,0.19943019943019943
8816,0.36,Ideal,E,VS1,62.4,55.0,0.10256410256410256
8817,0.31,Premium,E,VS2,62.6,58.0,0.08831908831908833
8818,1.01,Very Good,J,SI1,58.9,59.0,0.28774928774928776
8819,0.9,Very Good,G,VS1,61.4,57.0,0.25641025641025644
8820,0.36,Premium,E,VS1,61.3,58.0,0.10256410256410256
8821,0.62,Ideal,G,VVS2,61.8,57.0,0.17663817663817666
8822,1.0,Fair,E,VS2,67.0,54.0,0.2849002849002849
8823,0.3,Premium,D,VS2,62.5,59.0,0.08547008547008547
8824,1.13,Very Good,J,SI1,62.9,57.7,0.32193732193732194
8825,1.18,Ideal,G,VS2,60.9,56.0,0.33618233618233617
8826,0.8,Good,E,VS2,63.3,59.0,0.22792022792022795
8827,0.79,Ideal,H,SI1,61.4,56.0,0.2250712250712251
8828,0.41,Premium,F,VS2,61.1,56.0,0.1168091168091168
8829,1.26,Premium,J,VS2,62.1,58.0,0.358974358974359
8830,0.41,Ideal,G,IF,62.4,54.0,0.1168091168091168
8831,0.4,Very Good,D,VVS2,62.2,54.0,0.11396011396011398
8832,0.35,Premium,F,VS1,60.5,58.0,0.09971509971509972
8833,1.5,Ideal,D,VS2,62.6,56.0,0.4273504273504274
8834,0.31,Ideal,D,VS2,61.3,57.0,0.08831908831908833
8835,2.02,Good,F,SI2,61.9,61.0,0.5754985754985755
8836,2.04,Fair,E,SI2,65.4,55.0,0.5811965811965812
8837,1.21,Premium,D,VS1,62.6,56.0,0.34472934472934474
8838,1.01,Ideal,G,VVS2,62.5,56.0,0.28774928774928776
8839,2.09,Good,F,SI2,63.4,55.0,0.5954415954415955
8840,0.52,Very Good,G,VS1,61.8,58.0,0.14814814814814817
8841,1.52,Very Good,G,VS2,61.6,56.0,0.4330484330484331
8842,0.79,Ideal,H,IF,61.3,56.0,0.2250712250712251
8843,0.43,Ideal,I,VVS1,62.2,57.0,0.1225071225071225
8844,0.56,Very Good,G,VVS2,62.1,55.6,0.15954415954415957
8845,0.39,Ideal,F,VVS1,61.7,55.0,0.11111111111111112
8846,1.0,Very Good,D,VVS2,63.0,59.0,0.2849002849002849
8847,2.02,Ideal,I,SI2,62.2,57.0,0.5754985754985755
8848,0.33,Ideal,I,VVS1,62.1,54.0,0.09401709401709403
8849,0.24,Very Good,G,VS1,62.4,56.0,0.06837606837606838
8850,1.51,Premium,F,VS2,62.5,58.0,0.43019943019943024
8851,0.7,Very Good,F,VS2,63.4,56.0,0.19943019943019943
8852,0.3,Ideal,I,VS1,61.6,56.0,0.08547008547008547
8853,1.23,Good,J,SI1,63.1,57.6,0.35042735042735046
8854,1.02,Ideal,H,VS1,61.4,57.0,0.2905982905982906
8855,0.38,Ideal,I,VS1,61.5,56.0,0.10826210826210828
8856,1.11,Ideal,G,VVS2,61.8,57.0,0.3162393162393163
8857,1.01,Good,F,SI2,64.0,56.0,0.28774928774928776
8858,0.7,Very Good,E,SI2,63.5,54.0,0.19943019943019943
8859,0.52,Premium,G,SI2,58.8,62.0,0.14814814814814817
8860,0.8,Good,E,VS1,60.2,54.0,0.22792022792022795
8861,0.9,Premium,G,SI1,62.6,57.0,0.25641025641025644
8862,0.32,Ideal,G,VS1,61.2,56.0,0.09116809116809117
8863,1.02,Ideal,G,VS1,61.1,56.0,0.2905982905982906
8864,0.51,Premium,F,VVS2,61.2,59.0,0.1452991452991453
8865,0.34,Premium,D,SI1,62.0,58.0,0.09686609686609687
8866,0.36,Very Good,I,VS1,60.3,60.0,0.10256410256410256
8867,0.7,Ideal,G,VS1,60.8,56.0,0.19943019943019943
8868,1.2,Premium,E,VVS1,60.6,60.0,0.3418803418803419
8869,0.43,Very Good,D,SI1,63.4,55.0,0.1225071225071225
8870,2.02,Fair,J,VS1,64.6,59.0,0.5754985754985755
8871,1.5,Very Good,H,SI1,61.6,57.0,0.4273504273504274
8872,0.51,Premium,E,SI1,61.3,59.0,0.1452991452991453
8873,1.53,Ideal,H,SI1,62.9,60.0,0.43589743589743596
8874,0.39,Ideal,E,VS2,60.5,56.0,0.11111111111111112
8875,1.86,Premium,G,SI2,62.5,60.0,0.5299145299145299
8876,0.36,Ideal,I,VVS1,61.6,56.0,0.10256410256410256
8877,0.24,Very Good,E,VS2,63.5,53.0,0.06837606837606838
8878,1.02,Good,E,SI1,63.2,61.0,0.2905982905982906
8879,0.2,Premium,E,VS2,61.1,59.0,0.05698005698005699
8880,1.03,Premium,F,VVS1,59.7,60.0,0.2934472934472935
8881,1.0,Very Good,G,VS2,61.2,56.0,0.2849002849002849
8882,1.01,Premium,F,SI1,62.2,59.0,0.28774928774928776
8883,1.02,Very Good,F,SI2,60.0,60.0,0.2905982905982906
8884,0.3,Very Good,E,IF,61.8,54.0,0.08547008547008547
8885,2.32,Premium,J,SI2,59.0,59.0,0.6609686609686609
8886,0.54,Ideal,I,VS2,61.1,55.0,0.15384615384615385
8887,1.55,Very Good,G,VS1,60.8,60.0,0.4415954415954416
8888,1.21,Premium,G,VS2,60.3,60.0,0.34472934472934474
8889,1.03,Premium,H,VS1,62.5,59.0,0.2934472934472935
8890,1.5,Very Good,J,SI2,58.7,60.0,0.4273504273504274
8891,0.34,Ideal,H,IF,62.0,53.0,0.09686609686609687
8892,0.5,Ideal,G,VVS2,61.9,58.0,0.14245014245014245
8893,0.7,Fair,E,VS1,64.5,57.0,0.19943019943019943
8894,1.22,Very Good,D,SI2,62.2,58.0,0.3475783475783476
8895,0.31,Premium,H,VVS2,62.4,59.0,0.08831908831908833
8896,1.01,Premium,H,VS2,62.3,58.0,0.28774928774928776
8897,1.01,Very Good,D,VVS2,63.6,59.0,0.28774928774928776
8898,0.4,Premium,D,SI2,62.4,58.0,0.11396011396011398
8899,0.38,Ideal,E,VS1,62.2,55.0,0.10826210826210828
8900,0.8,Ideal,I,VS2,62.1,54.4,0.22792022792022795
8901,1.02,Ideal,H,SI2,62.0,56.0,0.2905982905982906
8902,0.3,Good,F,SI2,63.3,55.0,0.08547008547008547
8903,0.9,Fair,E,I1,59.9,66.0,0.25641025641025644
8904,0.3,Premium,E,VVS2,61.8,58.0,0.08547008547008547
8905,0.73,Premium,D,SI1,61.7,55.0,0.20797720797720798
8906,1.01,Premium,F,SI2,60.0,59.0,0.28774928774928776
8907,0.25,Premium,E,VVS2,62.5,59.0,0.07122507122507123
8908,1.0,Premium,F,SI1,60.3,61.0,0.2849002849002849
8909,0.5,Premium,E,VS2,60.7,59.0,0.14245014245014245
8910,0.36,Ideal,E,VVS1,61.4,57.0,0.10256410256410256
8911,0.41,Very Good,D,SI2,63.8,57.0,0.1168091168091168
8912,1.2,Ideal,I,SI1,61.8,56.0,0.3418803418803419
8913,1.52,Premium,I,SI2,62.5,56.0,0.4330484330484331
8914,0.54,Ideal,H,VVS1,61.9,54.0,0.15384615384615385
8915,0.91,Good,G,SI2,63.3,57.0,0.2592592592592593
8916,0.31,Premium,E,SI2,60.9,60.0,0.08831908831908833
8917,1.0,Very Good,E,SI2,62.5,59.0,0.2849002849002849
8918,2.01,Very Good,J,SI2,60.6,60.0,0.5726495726495726
