,carat,cut,color,clarity,depth,table,price,volume
20121,2.01,Good,G,SI1,63.9,60.0,17804,0.5726495726495726
20122,0.31,Ideal,G,SI1,61.7,55.0,627,0.08831908831908833
20123,0.55,Good,F,IF,60.8,60.0,2266,0.1566951566951567
20124,1.0,Premium,H,SI2,60.0,62.0,3584,0.2849002849002849
20125,1.3,Premium,I,SI1,58.1,59.0,6188,0.3703703703703704
20126,0.39,Ideal,E,VS1,62.7,53.6,1004,0.11111111111111112
20127,1.03,Premium,G,VS1,62.1,59.0,6479,0.2934472934472935
20128,1.02,Premium,E,SI1,61.5,58.0,5183,0.2905982905982906
20129,0.71,Premium,D,SI1,60.6,58.0,2863,0.2022792022792023
20130,0.9,Premium,G,VVS2,63.0,58.0,4486,0.25641025641025644
20131,0.5,Ideal,G,VVS2,62.7,54.0,1784,0.14245014245014245
20132,0.38,Premium,H,SI1,59.7,60.0,633,0.10826210826210828
20133,1.02,Very Good,I,SI1,60.4,58.0,3927,0.2905982905982906
20134,0.91,Very Good,F,VS1,63.5,56.0,4739,0.2592592592592593
20135,0.38,Ideal,F,SI2,60.6,56.0,827,0.10826210826210828
20136,1.0,Ideal,E,SI1,61.7,55.0,5938,0.2849002849002849
20137,0.34,Very Good,E,VS2,62.6,58.0,745,0.09686609686609687
20138,1.5,Premium,H,VS2,60.0,62.0,11322,0.4273504273504274
20139,0.32,Very Good,D,SI1,58.3,58.0,589,0.09116809116809116
20140,0.9,Ideal,I,VS1,60.9,60.0,4492,0.25641025641025644
20141,0.44,Very Good,J,VVS2,63.6,58.0,834,0.12535612535612534
20142,1.11,Ideal,I,SI1,61.9,57.0,4709,0.3162393162393163
20143,0.42,Premium,D,VS1,60.8,59.0,1235,0.11965811965811965
20144,1.04,Ideal,H,SI2,60.3,57.0,4323,0.29629629629629634
20145,0.41,Ideal,H,SI1,61.2,57.0,876,0.1168091168091168
20146,1.02,Very Good,I,VS2,59.3,59.0,4762,0.2905982905982906
20147,0.83,Ideal,F,SI1,62.1,55.0,3254,0.2364672364672365
20148,1.16,Very Good,D,SI1,61.8,58.0,5695,0.3304843304843305
20149,0.71,Very Good,D,VVS2,61.7,58.0,4014,0.2022792022792023
20150,0.8,Ideal,H,IF,61.1,56.0,3774,0.22792022792022795
20151,0.52,Very Good,E,SI1,58.4,58.0,1382,0.14814814814814814
20152,0.32,Good,I,VS1,63.1,56.0,505,0.09116809116809116
20153,0.33,Premium,I,VVS2,62.1,56.0,743,0.09401709401709404
20154,0.72,Good,G,SI1,64.0,59.0,1969,0.20512820512820512
20155,0.31,Ideal,G,VS2,59.1,57.0,698,0.08831908831908833
20156,1.13,Premium,G,VS2,60.1,59.0,6561,0.32193732193732194
20157,1.02,Fair,F,SI1,65.1,56.0,4462,0.2905982905982906
20158,0.76,Very Good,H,SI1,63.3,58.0,2593,0.21652421652421652
20159,0.52,Good,E,SI2,63.7,56.0,1120,0.14814814814814814
20160,1.29,Premium,I,SI1,62.1,57.0,6140,0.3675213675213676
20161,0.81,Ideal,J,SI2,62.2,57.0,2100,0.2307692307692308
20162,1.14,Premium,H,SI1,59.2,58.0,4980,0.3247863247863248
20163,0.33,Very Good,F,SI1,62.8,58.0,550,0.09401709401709404
20164,0.53,Ideal,H,VVS1,62.2,56.0,1775,0.15099715099715105
20165,0.71,Very Good,E,SI2,62.2,58.0,2313,0.2022792022792023
20166,0.51,Very Good,E,SI1,63.2,61.0,1443,0.1452991452991453
20167,0.6,Premium,E,VS1,61.0,61.0,1875,0.17094017094017094
20168,0.51,Premium,D,VS2,62.7,59.0,1716,0.1452991452991453
20169,0.32,Ideal,E,VS2,62.1,55.0,900,0.09116809116809116
20170,0.38,Ideal,E,SI1,61.4,57.0,838,0.10826210826210828
20171,0.74,Ideal,I,IF,62.1,53.9,2952,0.21082621082621086
20172,1.01,Premium,F,VS2,62.7,58.0,5988,0.28774928774928776
20173,0.79,Ideal,F,SI1,61.3,56.0,3163,0.2250712250712251
20174,0.31,Ideal,F,IF,61.7,56.0,901,0.08831908831908833
20175,1.52,Ideal,F,VS2,62.9,53.0,15792,0.4330484330484331
20176,1.2,Very Good,F,VS1,62.9,57.0,9586,0.3418803418803419
20177,0.51,Ideal,I,SI1,62.5,57.0,1023,0.1452991452991453
20178,0.94,Premium,F,SI2,62.2,59.0,4230,0.2678062678062678
20179,0.5,Very Good,F,VS2,60.6,59.0,1333,0.14245014245014245
20180,1.5,Very Good,F,VS2,63.9,57.0,13037,0.4273504273504274
20181,1.01,Premium,D,SI2,61.8,57.0,4338,0.28774928774928776
20182,0.3,Premium,E,VS2,61.7,61.0,844,0.08547008547008547
20183,0.44,Ideal,G,VVS1,61.8,55.0,1235,0.12535612535612534
20184,1.01,Premium,I,SI1,62.7,60.0,2885,0.28774928774928776
20185,1.14,Premium,H,SI1,62.5,58.0,4948,0.3247863247863248
20186,1.69,Good,E,VS1,63.8,56.0,17400,0.4814814814814815
20187,0.57,Premium,F,SI1,62.7,59.0,1571,0.1623931623931624
20188,1.83,Premium,G,I1,62.0,58.0,6313,0.5213675213675214
20189,0.96,Very Good,F,SI2,60.9,57.0,4142,0.27350427350427353
20190,1.36,Premium,G,SI1,60.6,59.0,7729,0.3874643874643875
20191,0.55,Ideal,G,SI2,62.1,56.0,1173,0.1566951566951567
20192,0.32,Premium,H,VS2,62.7,54.0,648,0.09116809116809116
20193,0.39,Ideal,G,VS2,62.5,54.0,857,0.11111111111111112
20194,0.26,Very Good,E,VS1,63.0,59.0,453,0.07407407407407407
20195,0.71,Ideal,F,VS1,61.5,57.0,3710,0.2022792022792023
20196,0.77,Premium,J,VS2,62.1,62.0,1940,0.21937321937321935
20197,1.56,Premium,F,SI1,60.7,59.0,11901,0.4444444444444445
20198,1.02,Good,D,SI2,58.9,65.0,3773,0.2905982905982906
20199,0.37,Ideal,G,VS1,60.9,57.0,798,0.10541310541310543
20200,0.57,Ideal,E,VS1,62.9,57.0,1982,0.1623931623931624
20201,0.62,Ideal,D,VS1,61.9,57.0,2508,0.17663817663817666
20202,0.4,Premium,I,VVS1,59.5,59.0,1080,0.11396011396011398
20203,0.35,Ideal,I,VS2,59.8,57.0,491,0.09971509971509973
20204,0.55,Very Good,D,SI2,63.3,56.0,1368,0.1566951566951567
20205,0.26,Very Good,E,VVS2,64.3,57.0,547,0.07407407407407407
20206,0.3,Premium,F,VS2,61.8,60.0,673,0.08547008547008547
20207,1.06,Ideal,G,VS1,61.1,57.0,8285,0.30199430199430205
20208,0.31,Ideal,E,VS2,62.0,55.0,872,0.08831908831908833
20209,1.21,Very Good,H,SI1,63.5,60.0,6566,0.34472934472934474
20210,0.33,Very Good,H,VS2,58.8,62.0,486,0.09401709401709404
20211,0.72,Ideal,J,VS1,62.3,55.0,1832,0.20512820512820512
20212,1.0,Ideal,H,SI2,61.2,57.0,4260,0.2849002849002849
20213,1.51,Ideal,G,VS1,61.7,54.0,13818,0.43019943019943024
20214,1.02,Premium,F,SI2,59.9,59.0,4238,0.2905982905982906
20215,0.23,Very Good,F,VVS1,61.4,58.0,530,0.06552706552706554
20216,0.3,Premium,G,VS1,61.4,60.0,776,0.08547008547008547
20217,0.62,Ideal,I,SI1,61.9,54.0,1271,0.17663817663817666
20218,0.32,Ideal,G,VS2,62.0,57.0,720,0.09116809116809116
20219,0.32,Ideal,G,IF,61.7,54.0,918,0.09116809116809116
20220,0.27,Ideal,F,IF,61.3,57.0,760,0.07692307692307693
20221,0.9,Ideal,G,VS1,62.1,56.0,5540,0.25641025641025644
20222,1.0,Good,D,I1,57.8,62.0,2657,0.2849002849002849
20223,1.51,Premium,F,VS2,61.8,56.0,13221,0.43019943019943024
20224,0.3,Premium,D,VS2,60.6,58.0,710,0.08547008547008547
20225,0.92,Very Good,D,SI1,60.7,58.0,4253,0.26210826210826216
20226,0.71,Ideal,G,SI1,61.9,56.0,3007,0.2022792022792023
20227,1.06,Premium,J,SI2,62.0,58.0,3823,0.30199430199430205
20228,0.71,Ideal,D,VS2,60.4,57.0,3135,0.2022792022792023
20229,1.72,Premium,J,SI1,61.7,58.0,8324,0.49002849002848997
20230,0.41,Ideal,F,VVS2,60.1,57.0,1115,0.1168091168091168
20231,1.02,Premium,D,VS1,61.3,58.0,8181,0.2905982905982906
20232,0.4,Ideal,D,VS2,62.2,55.0,909,0.11396011396011398
20233,0.48,Ideal,G,SI2,62.0,54.0,841,0.13675213675213674
20234,0.56,Ideal,F,VS2,62.2,55.0,1739,0.15954415954415954
20235,0.91,Good,G,VS1,64.1,60.0,4744,0.2592592592592593
20236,0.54,Ideal,H,SI2,61.2,56.0,1208,0.15384615384615385
20237,0.47,Very Good,G,VVS1,60.6,55.0,1780,0.1339031339031339
20238,0.3,Very Good,H,SI2,63.4,55.0,422,0.08547008547008547
20239,0.5,Very Good,H,VS1,63.0,56.0,1410,0.14245014245014245
20240,0.4,Premium,E,SI1,62.6,59.0,737,0.11396011396011398
20241,0.3,Ideal,E,VS2,62.1,55.0,658,0.08547008547008547
20242,1.08,Very Good,D,VS1,60.2,58.0,9168,0.3076923076923077
20243,0.41,Good,E,SI1,63.9,58.0,755,0.1168091168091168
20244,0.32,Very Good,D,SI2,63.4,56.0,612,0.09116809116809116
20245,1.02,Ideal,F,VS1,61.5,56.0,7916,0.2905982905982906
20246,1.11,Ideal,G,VS1,61.5,58.0,7639,0.3162393162393163
20247,1.02,Ideal,I,SI1,61.3,57.0,4685,0.2905982905982906
20248,0.38,Ideal,I,VVS2,62.0,54.5,768,0.10826210826210828
20249,0.61,Ideal,D,VVS1,62.1,56.0,4279,0.1737891737891738
20250,0.29,Ideal,F,VVS2,61.1,58.0,715,0.08262108262108261
20251,1.79,Premium,I,VS1,62.6,59.0,13104,0.50997150997151
20252,1.03,Premium,G,VS2,62.1,57.0,6146,0.2934472934472935
20253,2.48,Fair,I,SI2,56.7,66.0,15030,0.7065527065527066
20254,0.55,Very Good,E,VVS1,61.2,57.0,2585,0.1566951566951567
20255,1.21,Very Good,F,VS2,60.1,55.0,8711,0.34472934472934474
20256,1.16,Premium,E,SI1,61.3,60.0,6366,0.3304843304843305
20257,1.61,Ideal,G,SI1,62.4,55.0,11859,0.4586894586894588
20258,0.4,Ideal,H,VVS2,62.2,56.0,1125,0.11396011396011398
20259,1.5,Premium,D,SI2,62.6,59.0,8108,0.4273504273504274
20260,0.52,Ideal,H,VS1,61.1,57.0,1648,0.14814814814814814
20261,1.5,Very Good,G,VS2,62.5,59.0,12672,0.4273504273504274
20262,0.4,Ideal,H,VVS2,61.1,55.0,868,0.11396011396011398
20263,0.41,Very Good,F,SI1,62.6,55.0,755,0.1168091168091168
20264,1.5,Premium,H,I1,62.9,60.0,4022,0.4273504273504274
20265,0.27,Ideal,E,VVS2,61.9,56.0,760,0.07692307692307693
20266,0.38,Ideal,E,VVS2,60.9,56.0,1068,0.10826210826210828
20267,1.12,Ideal,F,VS1,61.8,56.0,9007,0.31908831908831914
20268,0.32,Ideal,D,SI2,61.7,55.0,612,0.09116809116809116
20269,1.02,Very Good,J,VS2,59.3,58.0,3796,0.2905982905982906
20270,0.93,Premium,G,SI2,61.4,56.0,3019,0.26495726495726496
20271,0.36,Premium,G,SI2,62.4,58.0,473,0.10256410256410256
20272,0.71,Premium,F,SI1,62.3,60.0,2458,0.2022792022792023
20273,1.03,Fair,H,SI2,66.3,57.0,3749,0.2934472934472935
20274,0.9,Premium,D,VS2,62.6,59.0,4914,0.25641025641025644
20275,0.33,Ideal,F,VVS1,61.8,55.0,1141,0.09401709401709404
20276,1.01,Premium,E,VS1,62.9,60.0,7466,0.28774928774928776
20277,1.7,Very Good,I,SI1,61.9,62.0,10680,0.4843304843304844
20278,0.54,Ideal,G,VVS2,61.8,56.0,2090,0.15384615384615385
20279,0.52,Premium,F,SI2,61.7,58.0,1073,0.14814814814814814
20280,0.7,Premium,E,VS2,63.0,61.0,2415,0.19943019943019946
20281,0.31,Ideal,G,IF,61.9,55.0,891,0.08831908831908833
20282,1.05,Ideal,G,VVS1,60.1,57.0,8546,0.2991452991452992
20283,1.03,Premium,I,SI1,62.0,58.0,4326,0.2934472934472935
20284,0.41,Very Good,E,VVS1,60.0,61.0,1057,0.1168091168091168
20285,1.01,Fair,F,VS2,69.0,61.0,6041,0.28774928774928776
20286,0.71,Ideal,G,SI2,62.3,56.0,2266,0.2022792022792023
20287,0.34,Very Good,F,SI2,60.6,58.0,478,0.09686609686609687
20288,0.3,Very Good,I,VVS1,62.5,60.0,552,0.08547008547008547
20289,0.91,Premium,E,VS2,61.1,58.0,5055,0.2592592592592593
20290,0.51,Ideal,H,SI1,59.8,57.0,1154,0.1452991452991453
20291,1.01,Good,D,IF,63.2,59.0,15081,0.28774928774928776
20292,1.05,Premium,I,I1,61.8,56.0,2339,0.2991452991452992
20293,0.38,Very Good,E,VS2,60.4,58.0,744,0.10826210826210828
20294,1.22,Premium,J,SI2,62.2,60.0,4132,0.3475783475783476
20295,1.0,Premium,F,VVS2,61.2,60.0,8400,0.2849002849002849
20296,0.45,Good,F,VS1,58.6,62.2,1144,0.12820512820512822
20297,1.05,Good,E,SI2,63.2,59.0,4204,0.2991452991452992
20298,0.32,Premium,F,VS2,61.5,58.0,828,0.09116809116809116
20299,0.56,Very Good,F,SI1,63.3,56.0,1338,0.15954415954415954
20300,0.99,Very Good,F,VS2,61.8,57.0,6094,0.28205128205128205
20301,0.32,Ideal,E,VS2,61.9,55.0,702,0.09116809116809116
20302,0.67,Premium,H,VVS2,60.6,61.0,2171,0.19088319088319086
20303,0.35,Ideal,H,IF,61.9,55.0,984,0.09971509971509973
20304,0.33,Ideal,H,VVS1,61.7,55.0,730,0.09401709401709404
20305,0.33,Ideal,H,IF,61.9,55.0,1114,0.09401709401709404
20306,1.12,Premium,H,SI1,62.0,56.0,4572,0.31908831908831914
20307,0.41,Premium,F,VS1,61.2,57.0,1076,0.1168091168091168
20308,0.41,Premium,I,SI2,60.6,59.0,600,0.1168091168091168
20309,1.07,Ideal,F,SI2,61.5,57.0,4764,0.30484330484330485
20310,0.94,Premium,H,VS2,62.5,58.0,4264,0.2678062678062678
20311,0.73,Ideal,D,VS2,61.6,56.0,4134,0.207977207977208
20312,0.32,Ideal,I,SI1,61.9,54.0,450,0.09116809116809116
20313,0.53,Very Good,D,SI2,62.9,54.0,1314,0.15099715099715105
20314,0.34,Ideal,D,VS1,61.3,56.0,742,0.09686609686609687
20315,0.33,Ideal,E,SI2,62.2,54.0,427,0.09401709401709404
20316,0.39,Very Good,E,VS2,60.1,61.0,889,0.11111111111111112
20317,0.41,Ideal,E,VVS1,61.3,57.0,1367,0.1168091168091168
20318,0.93,Good,G,VS1,63.8,59.0,4503,0.26495726495726496
20319,0.32,Premium,G,VS2,62.0,58.0,561,0.09116809116809116
20320,1.03,Very Good,H,SI2,63.1,56.0,3288,0.2934472934472935
20321,0.4,Premium,G,VVS1,61.5,58.0,1123,0.11396011396011398
20322,2.07,Very Good,I,VS2,60.6,58.0,16378,0.5897435897435898
20323,1.15,Very Good,J,VS2,62.9,57.0,4766,0.3276353276353277
20324,0.91,Good,E,SI1,63.7,64.0,4256,0.2592592592592593
20325,0.33,Premium,E,VS1,61.0,55.0,1069,0.09401709401709404
20326,1.22,Premium,I,VS1,59.4,60.0,6504,0.3475783475783476
20327,1.34,Premium,E,IF,61.8,58.0,17663,0.3817663817663817
20328,0.4,Ideal,F,VVS1,61.9,55.0,1168,0.11396011396011398
20329,0.37,Ideal,G,VS2,60.8,57.0,649,0.10541310541310543
20330,0.31,Ideal,F,VS2,61.6,56.0,583,0.08831908831908833
20331,0.33,Ideal,G,VVS1,60.9,57.0,838,0.09401709401709404
20332,0.42,Premium,G,VS2,62.0,58.0,1087,0.11965811965811965
20333,0.96,Very Good,H,VS2,61.2,57.0,4136,0.27350427350427353
20334,0.51,Premium,F,SI1,62.7,62.0,3360,0.1452991452991453
20335,0.4,Good,D,SI1,63.5,55.0,720,0.11396011396011398
20336,1.71,Premium,G,VS2,61.3,58.0,11032,0.4871794871794872
20337,1.13,Premium,G,VS1,60.0,60.0,7404,0.32193732193732194
20338,0.65,Ideal,H,VS1,61.8,55.0,2106,0.1851851851851852
20339,0.41,Ideal,D,VVS2,62.5,57.0,1181,0.1168091168091168
20340,2.28,Very Good,H,SI2,63.3,54.0,12907,0.6495726495726496
20341,0.52,Ideal,H,VS2,62.2,56.4,1391,0.14814814814814814
20342,1.3,Ideal,F,SI2,62.2,56.0,6559,0.3703703703703704
20343,0.55,Premium,G,SI1,60.7,56.0,1226,0.1566951566951567
20344,1.03,Premium,H,VS1,62.4,60.0,5883,0.2934472934472935
20345,0.24,Very Good,H,VVS1,61.3,56.0,449,0.06837606837606837
20346,0.31,Ideal,D,VS2,60.7,56.0,942,0.08831908831908833
20347,1.01,Fair,I,SI1,65.5,58.0,3280,0.28774928774928776
20348,0.46,Premium,F,VS1,60.5,58.0,1367,0.13105413105413108
20349,1.01,Premium,H,SI1,62.7,59.0,4320,0.28774928774928776
20350,1.0,Good,E,SI1,63.9,55.0,4646,0.2849002849002849
20351,0.31,Premium,F,VS2,59.7,60.0,802,0.08831908831908833
20352,0.7,Ideal,I,SI1,61.8,57.0,2436,0.19943019943019946
20353,1.16,Ideal,G,VVS2,62.2,56.0,9419,0.3304843304843305
20354,1.02,Ideal,G,VS1,62.8,55.0,7574,0.2905982905982906
20355,0.78,Very Good,H,SI2,63.1,56.0,2348,0.22222222222222224
20356,0.56,Ideal,G,IF,61.7,55.0,2298,0.15954415954415954
20357,0.71,Good,E,SI1,60.8,62.0,2511,0.2022792022792023
20358,0.32,Ideal,D,SI2,61.8,55.0,477,0.09116809116809116
20359,0.36,Premium,F,VS2,61.4,58.0,932,0.10256410256410256
20360,1.4,Very Good,I,VS2,59.2,60.0,7702,0.3988603988603989
20361,0.55,Ideal,I,VVS1,61.7,56.0,1593,0.1566951566951567
20362,0.7,Premium,F,VS1,62.1,60.0,2792,0.19943019943019946
20363,0.9,Good,D,SI2,59.5,62.0,3798,0.25641025641025644
20364,2.01,Very Good,H,SI2,63.1,59.0,10184,0.5726495726495726
20365,3.11,Fair,J,I1,65.9,57.0,9823,0.886039886039886
20366,0.41,Premium,E,SI1,60.4,59.0,775,0.1168091168091168
20367,1.53,Premium,J,VVS1,61.6,58.0,9155,0.435897435897436
20368,0.46,Very Good,F,SI1,60.1,57.0,904,0.13105413105413108
20369,0.41,Ideal,F,VS2,61.9,56.0,863,0.1168091168091168
20370,1.21,Premium,G,VS2,61.0,58.0,8504,0.34472934472934474
20371,1.01,Good,F,VS1,63.3,60.0,6999,0.28774928774928776
20372,0.62,Very Good,H,SI1,60.1,61.0,1446,0.17663817663817666
20373,0.91,Ideal,F,SI2,60.3,57.0,3763,0.2592592592592593
20374,0.91,Premium,F,SI1,62.7,59.0,3644,0.2592592592592593
20375,0.51,Good,H,SI2,63.7,61.0,964,0.1452991452991453
20376,0.56,Very Good,E,VS2,61.9,55.0,1819,0.15954415954415954
20377,0.5,Premium,F,VVS2,62.7,56.0,1987,0.14245014245014245
20378,0.23,Very Good,H,VVS2,62.6,56.0,431,0.06552706552706554
20379,0.79,Very Good,J,VS2,60.8,56.0,2300,0.2250712250712251
20380,0.41,Ideal,F,VVS2,62.6,55.0,1192,0.1168091168091168
20381,1.5,Good,G,VS1,63.8,58.0,13720,0.4273504273504274
20382,0.27,Very Good,G,VS1,61.9,56.0,439,0.07692307692307693
20383,1.44,Very Good,E,I1,61.1,62.0,5068,0.41025641025641024
20384,1.13,Premium,H,I1,62.7,59.0,3480,0.32193732193732194
20385,0.9,Good,E,SI2,59.9,61.0,3660,0.25641025641025644
20386,0.71,Good,H,SI1,63.1,57.0,2096,0.2022792022792023
20387,0.56,Ideal,E,VVS2,60.9,56.0,2696,0.15954415954415954
20388,0.31,Ideal,G,VS1,61.5,56.0,802,0.08831908831908833
20389,0.41,Premium,F,VS2,61.6,59.0,1107,0.1168091168091168
20390,0.5,Ideal,E,VS2,62.2,55.0,1624,0.14245014245014245
20391,0.34,Ideal,E,SI1,62.7,55.0,765,0.09686609686609687
20392,0.27,Very Good,E,VVS1,61.5,58.0,620,0.07692307692307693
20393,1.5,Very Good,F,VS2,59.1,59.0,16048,0.4273504273504274
20394,0.76,Ideal,G,VVS2,62.0,56.0,3927,0.21652421652421652
20395,0.91,Very Good,I,SI1,63.5,57.0,2852,0.2592592592592593
20396,0.53,Ideal,E,VVS2,62.9,54.0,2271,0.15099715099715105
20397,1.23,Ideal,G,SI1,61.4,56.0,6509,0.3504273504273505
20398,0.53,Good,E,SI1,56.7,59.0,1246,0.15099715099715105
20399,1.05,Premium,E,VS2,62.6,59.0,5645,0.2991452991452992
20400,0.41,Ideal,F,VVS2,62.3,56.0,1115,0.1168091168091168
20401,0.5,Ideal,E,VS2,62.9,55.0,1676,0.14245014245014245
20402,1.04,Premium,G,SI1,62.3,57.0,4467,0.29629629629629634
20403,0.52,Ideal,D,VS1,60.9,56.0,1835,0.14814814814814814
20404,1.12,Premium,H,SI2,59.7,60.0,4641,0.31908831908831914
20405,1.2,Very Good,F,IF,62.3,60.0,12905,0.3418803418803419
20406,0.41,Ideal,G,VS2,62.7,56.0,827,0.1168091168091168
20407,1.0,Premium,G,VVS2,62.8,57.0,6209,0.2849002849002849
20408,1.0,Premium,E,VS2,59.9,59.0,6272,0.2849002849002849
20409,0.91,Premium,H,SI2,60.9,61.0,3453,0.2592592592592593
20410,1.2,Very Good,G,SI1,63.5,56.0,6666,0.3418803418803419
20411,2.25,Very Good,H,SI2,61.2,63.0,14775,0.6410256410256411
20412,0.37,Ideal,F,VS2,60.6,56.0,746,0.10541310541310543
20413,1.01,Good,E,SI2,61.4,64.0,4285,0.28774928774928776
20414,0.9,Ideal,G,SI1,60.8,58.0,4008,0.25641025641025644
20415,2.08,Premium,I,SI2,61.2,58.0,15321,0.5925925925925927
20416,1.17,Ideal,I,VS1,62.2,53.0,6013,0.3333333333333333
20417,0.3,Very Good,E,VS1,61.7,56.0,755,0.08547008547008547
20418,0.47,Premium,E,SI1,60.2,61.0,1087,0.1339031339031339
20419,0.71,Good,F,SI2,64.5,55.6,2282,0.2022792022792023
20420,1.71,Premium,H,SI2,62.3,58.0,10534,0.4871794871794872
20421,1.13,Premium,J,VS1,61.1,59.0,4873,0.32193732193732194
20422,0.31,Ideal,F,IF,61.2,56.0,914,0.08831908831908833
20423,0.32,Premium,D,VVS2,61.5,60.0,990,0.09116809116809116
20424,0.41,Ideal,F,VVS2,61.4,56.0,1115,0.1168091168091168
20425,2.26,Premium,H,SI2,61.1,57.0,13885,0.6438746438746439
20426,0.51,Premium,F,VVS2,61.9,56.0,2310,0.1452991452991453
20427,1.59,Good,F,SI2,63.6,57.0,9100,0.452991452991453
20428,0.81,Premium,G,VS2,61.2,60.0,3084,0.2307692307692308
20429,0.36,Ideal,G,VS1,62.9,57.0,932,0.10256410256410256
20430,0.55,Ideal,I,SI1,61.4,54.0,1076,0.1566951566951567
20431,1.09,Premium,F,SI1,60.9,59.0,5384,0.31054131054131057
20432,3.4,Fair,D,I1,66.8,52.0,15964,0.9686609686609688
20433,0.32,Ideal,E,VVS1,61.6,56.0,1061,0.09116809116809116
20434,0.9,Very Good,H,VVS1,63.5,57.0,4485,0.25641025641025644
20435,0.51,Ideal,G,VS2,62.4,56.0,1438,0.1452991452991453
20436,0.5,Premium,F,I1,60.5,60.0,770,0.14245014245014245
20437,1.0,Ideal,D,SI1,60.5,57.0,5775,0.2849002849002849
20438,2.0,Ideal,H,SI2,59.7,57.0,11988,0.5698005698005698
20439,0.36,Ideal,E,VS1,61.7,56.0,1094,0.10256410256410256
20440,1.51,Very Good,F,VVS1,62.6,59.0,18777,0.43019943019943024
20441,0.7,Ideal,F,SI2,62.1,57.0,2398,0.19943019943019946
20442,0.54,Ideal,G,SI1,59.6,59.0,1574,0.15384615384615385
20443,0.9,Very Good,E,SI2,62.6,60.0,3662,0.25641025641025644
20444,2.11,Ideal,J,VS2,61.2,55.0,14638,0.6011396011396012
20445,0.34,Ideal,D,SI1,62.3,57.0,803,0.09686609686609687
20446,1.2,Premium,G,I1,60.3,58.0,3091,0.3418803418803419
20447,0.9,Good,J,SI2,63.9,56.0,2693,0.25641025641025644
20448,0.71,Ideal,G,SI1,62.4,56.0,2386,0.2022792022792023
20449,1.01,Very Good,E,VS2,61.7,60.0,6265,0.28774928774928776
20450,0.73,Ideal,G,SI2,61.8,56.0,2585,0.207977207977208
20451,1.53,Ideal,I,SI2,63.7,58.0,8062,0.435897435897436
20452,0.32,Good,E,SI1,63.2,56.0,561,0.09116809116809116
20453,1.25,Ideal,I,VS2,60.0,57.0,4795,0.3561253561253562
20454,1.09,Premium,H,VS2,61.2,58.0,5005,0.31054131054131057
20455,1.59,Very Good,G,SI2,61.7,59.0,9094,0.452991452991453
20456,0.5,Very Good,F,SI1,62.8,56.0,1250,0.14245014245014245
20457,0.71,Premium,F,VS2,61.0,59.0,2571,0.2022792022792023
20458,1.0,Very Good,F,VVS1,62.5,57.0,9201,0.2849002849002849
20459,1.51,Premium,I,VVS2,62.1,58.0,9498,0.43019943019943024
20460,0.51,Premium,G,VVS1,61.6,59.0,1971,0.1452991452991453
20461,1.0,Very Good,F,SI2,62.6,59.0,4901,0.2849002849002849
20462,0.57,Very Good,D,VS2,62.5,59.0,1748,0.1623931623931624
20463,0.4,Ideal,J,SI1,62.2,57.0,552,0.11396011396011398
20464,0.31,Ideal,E,VS2,61.0,54.0,872,0.08831908831908833
20465,0.32,Very Good,H,VS1,63.1,57.0,720,0.09116809116809116
20466,0.3,Ideal,F,VS2,63.0,55.0,673,0.08547008547008547
20467,0.91,Ideal,J,VS2,61.9,58.0,3299,0.2592592592592593
20468,0.7,Premium,G,VS2,61.8,58.0,2479,0.19943019943019946
20469,0.53,Ideal,F,VS1,60.8,55.0,1939,0.15099715099715105
20470,2.32,Premium,F,SI2,62.5,59.0,16237,0.6609686609686609
20471,0.42,Ideal,H,IF,61.0,56.0,1135,0.11965811965811965
20472,0.5,Ideal,F,VS1,61.4,58.0,1601,0.14245014245014245
20473,0.52,Ideal,E,VVS1,61.8,55.0,3125,0.14814814814814814
20474,0.41,Good,E,SI1,63.6,58.0,705,0.1168091168091168
20475,1.01,Very Good,I,VS2,61.3,56.0,4438,0.28774928774928776
20476,0.59,Ideal,D,SI2,61.1,56.0,1419,0.16809116809116809
20477,0.53,Ideal,H,SI1,61.1,55.0,1245,0.15099715099715105
20478,0.31,Ideal,E,VVS2,61.6,56.0,1074,0.08831908831908833
20479,0.31,Good,G,VS1,63.7,56.0,625,0.08831908831908833
20480,0.31,Ideal,F,VVS1,62.0,55.0,815,0.08831908831908833
20481,1.21,Ideal,F,VS2,61.5,56.0,8348,0.34472934472934474
20482,0.51,Premium,E,VS1,61.9,58.0,1831,0.1452991452991453
20483,0.3,Good,J,VS1,63.3,60.0,394,0.08547008547008547
20484,0.73,Fair,I,SI2,61.3,67.0,1892,0.207977207977208
20485,1.24,Premium,G,VVS2,59.9,60.0,10202,0.3532763532763533
20486,0.61,Ideal,F,VS1,61.8,57.0,2283,0.1737891737891738
20487,0.41,Ideal,E,VS1,61.4,57.0,1153,0.1168091168091168
20488,1.01,Very Good,H,SI1,62.5,58.0,4052,0.28774928774928776
20489,1.2,Premium,E,VVS1,60.2,60.0,13321,0.3418803418803419
20490,2.18,Premium,J,SI2,62.6,58.0,12970,0.6210826210826211
20491,0.51,Ideal,E,SI2,61.0,56.0,1098,0.1452991452991453
20492,0.3,Premium,D,VS2,60.7,60.0,710,0.08547008547008547
20493,0.7,Good,I,SI1,63.5,59.0,1899,0.19943019943019946
20494,0.51,Ideal,E,VS2,62.2,57.0,1781,0.1452991452991453
